
Devices
1500
,,Myon - Voltage,,,,,,,,,,,,,,,,Contrex - Angle,Contrex - Angular Velocity,Contrex - Force,
Frame,Sub Frame,LTibA1,LPer2,LSol3,LGas4,LRec5,LVas6,LHam7,LGlut8,RTibA9,RPer10,RSol11,RGas12,RRec13,RVas14,RHam15,RGlut16,Angle,Angular velocity,Torque
,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,deg,deg/s,N
484,1,-5.17273e-05,1.00708e-05,-2.44141e-06,2.48718e-05,4.73022e-06,-0.000146027,9.87244e-05,-3.98254e-05,3.28064e-05,-2.60925e-05,2.89917e-06,4.66919e-05,-0.000183411,4.88281e-05,-2.91443e-05,0.00308167,-8.58605,0.122438,13.1661
484,2,-1.86157e-05,7.01904e-06,-1.77002e-05,2.04468e-05,8.08716e-06,-0.000154877,0.000115662,-7.18689e-05,0.000144196,6.71387e-05,6.2561e-06,-4.66919e-05,-0.000106659,0.00014328,-3.84521e-05,0.00300369,-8.59294,0.121403,13.1698
484,3,3.50952e-06,7.47681e-06,-1.86157e-05,9.30786e-06,9.61304e-06,-0.00016922,3.96729e-06,-6.95801e-05,0.000113678,8.98743e-05,6.56128e-06,-3.87573e-05,-0.000117798,9.53674e-05,-9.00269e-05,0.00293976,-8.59951,0.120285,13.1738
484,4,8.08716e-06,6.10352e-06,-2.74658e-06,1.63269e-05,1.00708e-05,-0.000205383,-4.37927e-05,-0.000115509,7.79724e-05,0.000145569,5.18799e-06,-3.8147e-05,-0.000150299,7.33948e-05,-0.000102081,0.0028421,-8.60579,0.119081,13.1779
484,5,1.52588e-06,6.86645e-06,1.35803e-05,7.17163e-06,7.62939e-06,-0.000225067,-8.34656e-05,-3.02124e-05,-6.37817e-05,0.000144196,9.46045e-06,7.5531e-05,-8.30078e-05,0.000174255,-8.54492e-05,0.00169861,-8.61182,0.117787,13.1823
484,6,-4.57764e-06,7.47681e-06,1.5564e-05,5.0354e-06,1.02234e-05,-0.00015625,-0.000100708,-0.000155182,-9.70459e-05,0.000110626,1.00708e-05,-7.23267e-05,-7.17163e-05,0.000166321,6.56128e-06,0.000812073,-8.61762,0.116406,13.187
484,7,-9.15527e-06,9.15527e-06,1.00708e-05,8.54492e-06,7.32422e-06,1.23596e-05,-0.000134583,-0.000253143,2.15149e-05,-1.19019e-05,7.47681e-06,-0.0001474,-6.57654e-05,0.000145874,2.67029e-05,-0.00035141,-8.62323,0.11494,13.192
484,8,-1.2207e-05,1.05286e-05,2.15149e-05,5.18799e-06,1.4801e-05,0.000174408,4.2572e-05,-0.000241241,1.67847e-05,1.58691e-05,7.78198e-06,-3.93677e-05,0.000149994,0.000144501,-4.88281e-05,-0.00210709,-8.6287,0.113399,13.1972
484,9,-4.73022e-06,4.27246e-06,1.57166e-05,-4.57764e-07,7.62939e-06,0.000110779,2.01416e-05,-0.000243835,0.000119781,6.50024e-05,1.15967e-05,-8.92639e-05,9.99451e-05,0.000140381,-8.40759e-05,-0.0027153,-8.63409,0.111795,13.2025
484,10,1.11389e-05,9.30786e-06,1.23596e-05,6.10352e-06,9.00269e-06,9.3689e-05,9.91821e-06,-0.000155792,0.000209045,0.000145264,9.15527e-06,-4.88281e-05,8.7738e-05,0.000138397,-8.56018e-05,-0.00317657,-8.63943,0.110149,13.208
484,11,3.26538e-05,9.76562e-06,1.7395e-05,4.11987e-06,8.69751e-06,-6.16455e-05,-5.00488e-05,-1.2207e-06,0.000245056,-2.28882e-05,5.64575e-06,-7.5531e-05,0.000106201,0.000136566,-0.000159454,-0.00316635,-8.64477,0.108484,13.2135
484,12,4.42505e-05,5.0354e-06,2.2583e-05,2.13623e-06,8.39233e-06,-7.98035e-05,-2.83813e-05,7.88879e-05,0.00013855,-6.74438e-05,5.79834e-06,-0.000142212,0.00015213,0.000129852,-0.000189056,-0.00316971,-8.65014,0.106821,13.219
484,13,5.88989e-05,1.14441e-05,1.98364e-05,-3.50952e-06,7.93457e-06,-5.98145e-05,2.68555e-05,0.000136566,7.5531e-05,-0.000101624,6.40869e-06,-0.00019104,0.000111847,0.000130615,-0.000174408,-0.00316956,-8.65558,0.105177,13.2244
484,14,5.44739e-05,9.00269e-06,1.41907e-05,3.05176e-07,8.23975e-06,-2.96021e-05,-1.15967e-05,0.000135193,-7.78198e-05,-0.000150604,9.91821e-06,-0.0001474,-1.72424e-05,0.000130615,-0.00012619,-0.00313614,-8.66113,0.10356,13.2297
485,0,3.32642e-05,8.39233e-06,1.4801e-05,2.74658e-06,8.23975e-06,6.91223e-05,-6.27136e-05,6.5155e-05,-0.00015686,-0.000215607,7.32422e-06,4.42505e-06,-3.52478e-05,0.00013031,-7.70569e-05,-0.00308609,-8.66685,0.101971,13.2348
485,1,3.58582e-05,7.93457e-06,2.92969e-05,1.98364e-06,9.76562e-06,7.09534e-05,-0.000173035,0.000112457,-0.000206757,-0.000251465,1.02234e-05,1.05286e-05,3.32642e-05,0.000124817,-6.02722e-05,-0.00303268,-8.67282,0.100413,13.2397
485,2,3.60107e-05,9.15527e-06,1.70898e-05,-4.57764e-06,1.14441e-05,4.97437e-05,-0.00019577,9.61304e-06,-0.000115204,-0.000196228,7.47681e-06,-2.50244e-05,2.12097e-05,0.000122986,-3.75366e-05,-0.00298401,-8.6791,0.0988882,13.2445
485,3,2.68555e-05,6.10352e-06,1.89209e-05,1.52588e-06,9.61304e-06,0.000161285,-0.000157776,1.43433e-05,2.33459e-05,-0.000107574,5.18799e-06,2.71606e-05,0.00019516,0.000121613,-1.08337e-05,-0.00293701,-8.68574,0.0974028,13.2491
485,4,3.98254e-05,1.75476e-05,2.88391e-05,3.96729e-06,7.17163e-06,0.000183716,-0.000128479,1.52588e-06,0.000258789,-9.44519e-05,7.17163e-06,-6.3324e-05,0.000215149,0.000119476,1.87683e-05,-0.00279144,-8.69274,0.0959634,13.2536
485,5,7.30896e-05,9.30786e-06,2.15149e-05,4.73022e-06,7.17163e-06,4.18091e-05,2.30408e-05,1.84631e-05,0.000194244,-2.59399e-06,5.95093e-06,-3.11279e-05,0.000137634,0.000117187,-2.99072e-05,-0.00172409,-8.70014,0.0945807,13.2578
485,6,9.78088e-05,8.8501e-06,1.17493e-05,3.35693e-06,1.02234e-05,-0.000112762,-2.41089e-05,1.0376e-05,5.14221e-05,-5.18799e-06,7.47681e-06,-2.24304e-05,0.00011322,0.000115051,3.50952e-06,-0.00103729,-8.70792,0.0932667,13.2619
485,7,0.000111694,1.12915e-05,1.67847e-05,1.23596e-05,7.32422e-06,-0.000178375,-6.08826e-05,-2.74658e-06,9.8877e-05,-8.27026e-05,9.15527e-06,9.64355e-05,7.0343e-05,0.000115814,1.40381e-05,0.000138397,-8.7161,0.0920328,13.2656
485,8,9.78088e-05,1.00708e-05,8.08716e-06,1.14441e-05,1.12915e-05,-0.000149994,-1.44958e-05,-3.54004e-05,0.000131683,-1.83105e-05,1.12915e-05,0.000153351,-4.11987e-05,0.000109406,6.42395e-05,0.00209473,-8.7247,0.0908884,13.269
485,9,5.8136e-05,8.39233e-06,2.13623e-06,1.08337e-05,8.8501e-06,-1.57166e-05,3.35693e-06,2.71606e-05,0.000177612,1.93787e-05,9.46045e-06,5.34058e-05,-4.8523e-05,0.000110016,0.000101318,0.00289215,-8.73372,0.0898377,13.272
485,10,-3.66211e-06,8.39233e-06,-3.35693e-06,6.71387e-06,7.78198e-06,-1.70898e-05,-4.27246e-05,-5.93567e-05,0.000188293,7.87353e-05,7.32422e-06,-6.89697e-05,-8.02612e-05,0.000109558,6.05774e-05,0.00327988,-8.7432,0.0888799,13.2747
485,11,-7.44629e-05,9.15527e-06,-8.08716e-06,1.49536e-05,3.8147e-06,-1.80054e-05,1.19019e-05,-0.000166779,0.000157623,1.80054e-05,7.32422e-06,-9.24683e-05,-4.11987e-05,0.000109253,-4.57764e-05,0.00327576,-8.75311,0.0880151,13.277
485,12,-6.50024e-05,9.61304e-06,-1.72424e-05,1.60217e-05,1.4801e-05,3.41797e-05,-1.40381e-05,-0.00020813,0.000130157,-2.59399e-06,5.64575e-06,-0.000153656,-1.25122e-05,0.000107422,-2.04468e-05,0.0032782,-8.76344,0.0872445,13.2789
485,13,-4.8523e-05,1.06812e-05,-7.17163e-06,1.4801e-05,1.06812e-05,5.49316e-06,-3.82996e-05,-0.000177612,6.46973e-05,7.08008e-05,8.54492e-06,-0.000217438,3.66211e-06,0.000102844,-6.08826e-05,0.00328201,-8.77412,0.0865654,13.2804
485,14,-3.37219e-05,1.12915e-05,-8.8501e-06,1.31226e-05,7.01904e-06,0.000123138,-3.9978e-05,-0.000152435,0.000101013,0.000173035,8.69751e-06,-7.2937e-05,0.000157471,4.73022e-05,-5.84412e-05,0.00321976,-8.7851,0.0859695,13.2814
486,0,-1.93787e-05,1.25122e-05,-6.71387e-06,1.09863e-05,4.88281e-06,0.000148926,-3.84521e-05,-0.000198364,1.83105e-05,0.000111542,6.40869e-06,-0.000101624,9.75037e-05,0.000178986,-5.82886e-05,0.00314819,-8.79634,0.0854447,13.282
486,1,-1.54114e-05,9.00269e-06,-9.91821e-06,1.38855e-05,7.47681e-06,0.000120392,-4.31824e-05,-0.000165558,-1.41907e-05,6.40869e-05,9.46045e-06,-9.12476e-05,3.92151e-05,0.000175323,-5.50842e-05,0.00307953,-8.80782,0.0849816,13.2823
486,2,-1.09863e-05,1.02234e-05,-3.50952e-06,5.79834e-06,5.64575e-06,0.000157776,-3.2959e-05,-0.000178223,-0.00013382,-6.28662e-05,9.00269e-06,-5.93567e-05,-4.76074e-05,0.000119781,-5.41687e-05,0.00300293,-8.81948,0.0845779,13.2822
486,3,-1.40381e-05,1.69373e-05,-2.89917e-06,2.89917e-06,7.62939e-06,0.00024353,-3.8147e-05,-0.000178375,-0.0002211,2.7771e-05,6.56128e-06,5.26428e-05,2.57874e-05,5.20325e-05,-5.23376e-05,0.00294312,-8.8313,0.0842381,13.2817
486,4,-3.02124e-05,8.8501e-06,2.44141e-06,9.00269e-06,8.08716e-06,0.000301666,-2.99072e-05,-0.000179901,-0.000283966,7.23267e-05,8.23975e-06,7.94983e-05,5.58472e-05,5.49316e-06,-5.44739e-05,0.0028479,-8.84322,0.0839667,13.2808
486,5,-3.2959e-05,1.05286e-05,-7.62939e-07,9.30786e-06,1.06812e-05,0.000384979,-3.31116e-05,-0.000234375,-0.00012619,0.000186615,1.06812e-05,7.8125e-05,-1.72424e-05,0.000128937,-5.08118e-05,0.00177505,-8.85522,0.0837608,13.2795
486,6,-3.75366e-05,1.12915e-05,4.57764e-07,4.11987e-06,8.08716e-06,0.000443878,-3.20435e-05,-0.000307312,-7.61414e-05,0.000162811,2.89917e-06,0.000104065,3.96729e-06,0.000176086,-5.15747e-05,0.000882416,-8.86726,0.0836093,13.2778
486,7,-3.58582e-05,9.30786e-06,-1.06812e-05,7.93457e-06,9.91821e-06,0.000360718,-3.23486e-05,-0.000239868,-1.57166e-05,0.000196533,6.56128e-06,9.0332e-05,-2.28882e-05,0.000284424,-4.56238e-05,-0.000402832,-8.8793,0.0834978,13.2756
486,8,-3.70789e-05,7.01904e-06,2.74658e-06,7.01904e-06,8.54492e-06,0.000231323,-2.96021e-05,-0.00012558,-9.35364e-05,0.000232849,6.71387e-06,0.000116272,-0.000113983,0.000225983,-5.24902e-05,-0.00226135,-8.89135,0.0834128,13.273
486,9,-2.45667e-05,7.17163e-06,5.34058e-06,8.8501e-06,9.15527e-06,0.00031311,0.000261841,-5.79834e-06,7.78198e-06,0.000220642,5.0354e-06,0.000167389,5.06592e-05,0.00019455,-4.57764e-06,-0.00289658,-8.90342,0.0833437,13.2699
486,10,-1.02234e-05,1.23596e-05,3.05176e-07,1.12915e-05,9.46045e-06,0.000319366,0.000125732,3.18909e-05,3.05176e-05,0.000248566,7.01904e-06,5.64575e-05,-2.56348e-05,0.000189667,7.14111e-05,-0.00317184,-8.91552,0.0832871,13.2663
486,11,-3.96729e-06,5.34058e-06,5.34058e-06,1.51062e-05,8.23975e-06,0.000178833,3.96729e-05,5.09644e-05,-4.76074e-05,0.000140228,6.10352e-06,1.66321e-05,-2.2583e-05,0.000185547,8.5907e-05,-0.00317001,-8.92768,0.0832495,13.2624
486,12,8.23975e-06,1.0376e-05,1.93787e-05,0,8.39233e-06,4.19617e-05,-1.37329e-06,2.91443e-05,-5.21851e-05,2.89917e-06,4.42505e-06,-7.90405e-05,-0.00017395,0.000180359,-4.44031e-05,-0.00316696,-8.93992,0.0832429,13.2581
486,13,2.70081e-05,7.93457e-06,1.46484e-05,1.83105e-06,7.32422e-06,-0.000115051,-3.05176e-05,3.38745e-05,-4.2572e-05,-7.17163e-06,6.2561e-06,-0.000111542,-0.000334778,0.000181885,-9.8114e-05,-0.00317017,-8.95224,0.0832767,13.2535
486,14,5.9967e-05,6.40869e-06,1.83105e-05,1.2207e-06,9.30786e-06,-9.3689e-05,6.24084e-05,0.000140839,-2.02942e-05,0.000141907,5.34058e-06,-9.552e-05,-0.000177765,0.000178833,-0.000111694,-0.00313965,-8.96465,0.0833544,13.2487
487,0,7.44629e-05,9.46045e-06,2.31934e-05,4.57764e-07,7.93457e-06,-3.50952e-05,8.81958e-05,0.000284729,6.46973e-05,0.00014267,8.8501e-06,-0.000136108,-8.74329e-05,0.000176697,-7.30896e-05,-0.00308777,-8.97716,0.0834753,13.2438
487,1,6.66809e-05,9.15527e-06,2.47192e-05,-5.95093e-06,9.61304e-06,-3.89099e-05,-3.67737e-05,0.000267944,0.000108795,0.000155945,9.61304e-06,-4.92859e-05,6.83594e-05,0.000170593,-2.76184e-05,-0.00303635,-8.98977,0.0836329,13.2388
487,2,8.17871e-05,1.0376e-05,2.45667e-05,-2.13623e-06,8.8501e-06,4.5929e-05,-7.98035e-05,0.000165558,5.32532e-05,8.57544e-05,8.39233e-06,-1.297e-05,-6.10352e-07,0.000168762,3.92151e-05,-0.00298691,-9.0025,0.0838113,13.2339
487,3,0.000102997,7.17163e-06,2.21252e-05,3.50952e-06,7.62939e-06,6.92749e-05,-6.17981e-05,0.000115051,3.60107e-05,1.46484e-05,9.30786e-06,-0.00013092,-1.67847e-05,0.000166321,-2.92969e-05,-0.00294022,-9.01536,0.0839897,13.229
487,4,8.68225e-05,1.09863e-05,1.90735e-05,-1.37329e-06,9.91821e-06,2.24304e-05,-8.60596e-05,9.39941e-05,-1.57166e-05,-3.92151e-05,1.90735e-05,-0.000223999,-9.87244e-05,0.000165405,-0.000164032,-0.00279816,-9.02837,0.0841485,13.2243
487,5,2.82288e-05,9.76562e-06,1.40381e-05,5.95093e-06,5.49316e-06,-2.27356e-05,-3.32642e-05,0.000146332,-0.000108337,-1.40381e-05,5.64575e-06,-3.7384e-05,6.56128e-06,0.000161285,-0.000106964,-0.00156219,-9.0415,0.0842689,13.2198
487,6,-3.86047e-05,9.46045e-06,1.23596e-05,5.95093e-06,6.86645e-06,1.2207e-05,2.91443e-05,8.3313e-05,-6.22559e-05,-2.44141e-05,5.34058e-06,7.20215e-05,-6.75964e-05,0.000157928,-8.46863e-05,-0.000741882,-9.05474,0.0843314,13.2155
487,7,-6.01196e-05,8.39233e-06,1.54114e-05,-7.62939e-07,1.00708e-05,4.01306e-05,8.19397e-05,6.57654e-05,-2.36511e-05,-0.00012085,7.62939e-06,0.000141907,-0.000114899,0.000154724,-2.60925e-05,0.000456085,-9.06807,0.0843176,13.2115
487,8,-3.17383e-05,9.76562e-06,7.78198e-06,6.40869e-06,7.62939e-06,2.28882e-05,-8.8501e-06,-3.02124e-05,-9.24683e-05,-0.000274353,5.34058e-06,1.38855e-05,-9.93347e-05,0.000153198,1.05286e-05,0.00224594,-9.08145,0.0842109,13.2077
487,9,-7.62939e-07,7.47681e-06,9.46045e-06,1.05286e-05,7.47681e-06,-2.27356e-05,-0.000107269,-7.01904e-05,-7.88879e-05,-0.000247498,7.47681e-06,-0.000123749,-0.000105286,0.000151825,2.53296e-05,0.00291229,-9.09487,0.0839984,13.2042
487,10,8.54492e-06,9.30786e-06,1.34277e-05,1.297e-05,9.30786e-06,-5.87463e-05,-7.24792e-05,-3.72314e-05,-1.12915e-05,-0.000127411,8.8501e-06,-5.5542e-05,-6.073e-05,0.000150757,9.46045e-05,0.0032782,-9.10834,0.0836738,13.201
487,11,4.88281e-06,6.86645e-06,4.73022e-06,1.17493e-05,1.90735e-05,-0.000187225,-0.000118561,4.60815e-05,8.16345e-05,3.92151e-05,9.30786e-06,-0.000133362,6.073e-05,0.000147858,7.1106e-05,0.00327682,-9.12187,0.0832345,13.1981
487,12,1.02234e-05,1.12915e-05,-5.0354e-06,1.34277e-05,8.39233e-06,-0.000200806,-6.16455e-05,-4.01306e-05,2.53296e-05,0.000149384,4.88281e-06,-0.000105438,3.41797e-05,0.000141144,0.000178223,0.00327591,-9.13547,0.0826786,13.1955
487,13,2.33459e-05,9.15527e-06,3.05176e-07,1.70898e-05,6.40869e-06,-0.000195618,-3.38745e-05,-0.000118103,-4.98962e-05,0.000191345,9.15527e-06,-0.000175018,9.1095e-05,0.00013855,0.000241241,0.00328033,-9.14917,0.0820084,13.1934
487,14,-6.56128e-06,6.71387e-06,1.52588e-07,1.31226e-05,1.05286e-05,-0.000124207,6.71387e-06,-9.73511e-05,8.54492e-06,0.000105896,6.71387e-06,-0.000114899,-8.62122e-05,0.000137177,0.000252228,0.00319534,-9.16295,0.0812366,13.1916
488,0,-1.5564e-05,6.86645e-06,-5.95093e-06,5.34058e-06,7.01904e-06,5.75256e-05,4.37927e-05,1.7395e-05,4.42505e-05,0.000139618,3.05176e-06,2.34985e-05,-0.000118713,0.000136261,0.000255585,0.00313049,-9.17681,0.0803875,13.1903
488,1,-3.95203e-05,8.39233e-06,-5.95093e-06,1.08337e-05,1.02234e-05,2.73132e-05,-1.28174e-05,4.45557e-05,7.58362e-05,0.00015274,6.40869e-06,0.000136261,-9.68933e-05,0.000135651,0.000176239,0.00306351,-9.19073,0.0794956,13.1894
488,2,-3.84521e-05,8.39233e-06,-1.11389e-05,1.43433e-05,8.23975e-06,-8.49915e-05,3.57056e-05,-2.28882e-05,9.96399e-05,-9.09424e-05,6.86645e-06,5.67627e-05,3.72314e-05,0.000133057,0.000177155,0.00298401,-9.20468,0.0786022,13.1889
488,3,-3.79944e-05,8.23975e-06,-5.79834e-06,1.78528e-05,9.76562e-06,-7.52258e-05,4.63867e-05,-3.79944e-05,0.000115662,-0.00021286,6.86645e-06,-5.49316e-06,6.28662e-05,0.000119019,9.75037e-05,0.00291855,-9.21861,0.0777502,13.1891
488,4,-3.63159e-05,7.62939e-06,7.62939e-07,1.67847e-05,7.62939e-06,-0.000155945,5.37109e-05,-1.11389e-05,0.00011734,-9.53674e-05,7.32422e-06,-9.15527e-07,0.000172729,0.000127869,6.7749e-05,0.00261856,-9.23248,0.0769757,13.1898
488,5,1.72424e-05,9.46045e-06,1.06812e-06,1.44958e-05,5.79834e-06,-0.000134277,0.00019516,3.9978e-05,3.06702e-05,1.12915e-05,6.10352e-06,9.30786e-06,0.000163422,0.000128632,-1.44958e-05,0.00139755,-9.24625,0.0763064,13.1912
488,6,2.86865e-05,7.62939e-06,-4.27246e-06,7.47681e-06,7.17163e-06,-8.46863e-05,0.000190125,4.28772e-05,-4.88281e-06,1.98364e-06,5.18799e-06,-0.000154877,0.000109711,0.000124969,-8.37707e-05,0.000588226,-9.2599,0.0757646,13.1933
488,7,-2.13623e-06,9.30786e-06,4.11987e-06,8.69751e-06,1.00708e-05,-0.000158539,1.44958e-05,-5.87463e-05,-5.98145e-05,-3.02124e-05,1.17493e-05,-0.000124512,0.000115051,0.000124512,-4.30298e-05,-0.000570984,-9.27338,0.0753688,13.1963
488,8,-1.37329e-06,6.10352e-06,1.2207e-06,-3.05176e-07,9.76562e-06,-0.000206146,-0.000119629,-7.96509e-05,5.32532e-05,-2.38037e-05,4.11987e-06,5.26428e-05,0.000123444,0.000121155,-2.97546e-05,-0.00220657,-9.28666,0.0751338,13.2001
488,9,2.45667e-05,8.08716e-06,7.62939e-06,1.14441e-05,8.08716e-06,-0.000202637,-0.000113983,-7.67517e-05,6.45447e-05,4.56238e-05,1.00708e-05,7.08008e-05,0.000137482,0.000119019,-2.79236e-05,-0.00279617,-9.29973,0.0750712,13.2048
488,10,3.23486e-05,7.93457e-06,1.46484e-05,5.34058e-06,7.93457e-06,-0.000206604,8.48389e-05,-2.67029e-05,0.000101624,9.15527e-05,-1.52588e-07,-2.28882e-06,0.00018631,0.00011673,7.78198e-06,-0.00316986,-9.31256,0.0751866,13.2104
488,11,3.11279e-05,8.08716e-06,2.05994e-05,1.37329e-06,7.62939e-06,-9.58252e-05,0.000284119,0.000117798,0.000144806,0.000234985,9.15527e-06,5.70679e-05,0.00027359,0.000113525,-1.0376e-05,-0.00316864,-9.32513,0.0754753,13.217
488,12,2.91443e-05,7.62939e-06,2.85339e-05,-1.37329e-06,9.15527e-06,-0.000169525,0.000260162,-2.89917e-06,0.000157318,0.000198364,7.17163e-06,5.44739e-05,0.000249176,0.000114441,-3.2959e-05,-0.00317169,-9.33746,0.0759237,13.2246
488,13,8.54492e-06,8.08716e-06,1.61743e-05,-1.83105e-06,8.23975e-06,-0.000184937,0.000202942,-5.47791e-05,0.000169678,0.000242462,6.86645e-06,8.66699e-05,0.000167847,0.000111694,-3.66211e-05,-0.00317093,-9.34955,0.0765164,13.2333
488,14,-1.25122e-05,6.71387e-06,2.38037e-05,2.74658e-06,7.47681e-06,-0.000183105,0.000220337,1.38855e-05,6.05774e-05,0.000274506,6.10352e-06,9.52148e-05,6.17981e-05,0.000108032,-0.000128174,-0.00313995,-9.36144,0.077244,13.2431
489,0,-8.69751e-06,8.08716e-06,1.43433e-05,2.13623e-06,8.23975e-06,-8.57544e-05,0.000254211,2.18201e-05,6.69861e-05,0.000327301,8.39233e-06,0.000131683,-1.83105e-06,0.000106659,-9.49097e-05,-0.0030899,-9.37317,0.078102,13.254
489,1,-6.56128e-06,7.62939e-06,2.5177e-05,3.20435e-06,8.39233e-06,-0.000102997,0.000240784,2.71606e-05,-1.52588e-07,0.00030304,8.23975e-06,0.000121155,-0.000117035,0.000106354,-0.000131378,-0.00304306,-9.38478,0.0790831,13.2661
489,2,1.67847e-06,1.57166e-05,2.47192e-05,3.05176e-06,9.15527e-06,-4.21143e-05,0.000190735,5.9967e-05,-4.27246e-06,0.000279388,6.86645e-06,0.000168152,-5.85937e-05,0.000105438,-7.76672e-05,-0.00298737,-9.39631,0.0801738,13.2794
489,3,-1.08337e-05,7.47681e-06,2.2583e-05,9.00269e-06,9.91821e-06,-9.01794e-05,0.000160217,-0.000102234,-8.65173e-05,0.000225372,9.76562e-06,0.000262604,-3.98254e-05,0.000100403,-4.57764e-06,-0.002939,-9.40779,0.0813588,13.2938
489,4,4.88281e-06,9.15527e-06,1.8158e-05,1.20544e-05,6.2561e-06,-5.87463e-05,9.26209e-05,-0.000114594,-7.72095e-05,0.000144806,1.06812e-05,0.000202484,9.46045e-05,0.000102692,-8.54492e-06,-0.00268814,-9.41924,0.0826227,13.3092
489,5,-1.83105e-06,1.0376e-05,1.38855e-05,7.47681e-06,8.54492e-06,-3.79944e-05,-2.39563e-05,4.89807e-05,-2.44141e-05,-0.00012085,7.78198e-06,2.0752e-05,-0.00026886,0.000104828,0.00012146,-0.0014502,-9.43067,0.0839458,13.3256
489,6,-4.11987e-06,7.01904e-06,5.0354e-06,3.20435e-06,7.17163e-06,0.00012619,3.75366e-05,0.000162506,7.88879e-05,-0.000113373,8.23975e-06,5.23376e-05,-0.000219269,9.76563e-05,0.000161285,-0.000685577,-9.44209,0.0853028,13.3429
489,7,-2.19727e-05,8.8501e-06,1.19019e-05,5.0354e-06,7.47681e-06,0.000185394,-2.7771e-05,0.00012558,9.8877e-05,-0.000158844,5.0354e-06,7.20215e-05,-0.000248871,9.84192e-05,0.000104675,0.000484467,-9.45351,0.0866692,13.361
489,8,-6.57654e-05,5.64575e-06,1.35803e-05,2.44141e-06,7.17163e-06,0.00013504,-7.78198e-05,7.43103e-05,6.62231e-05,-0.000264587,1.2207e-05,7.2937e-05,-0.000227814,9.38416e-05,5.2948e-05,0.00222427,-9.46493,0.0880262,13.3798
489,9,-7.76672e-05,1.08337e-05,7.78198e-06,6.71387e-06,9.00269e-06,7.62939e-05,-0.000134277,0.000138092,7.52258e-05,-0.000371552,8.69751e-06,-7.67517e-05,-0.000280457,9.39941e-05,3.78418e-05,0.00294815,-9.47636,0.0893575,13.3993
489,10,-6.88171e-05,1.06812e-05,-3.05176e-06,8.08716e-06,7.47681e-06,2.21252e-05,-0.000135345,0.000228119,9.30786e-05,-0.000331726,7.93457e-06,-0.000196991,-0.000224304,9.20105e-05,4.53186e-05,0.00327881,-9.48779,0.0906452,13.4195
489,11,-6.57654e-05,1.0376e-05,-1.31226e-05,1.4801e-05,9.91821e-06,8.27026e-05,-0.00012619,0.000175476,3.28064e-05,-0.000325623,9.15527e-06,-0.000239716,-0.000258484,8.95691e-05,5.58472e-05,0.00328232,-9.49922,0.0918714,13.4403
489,12,-4.8523e-05,6.2561e-06,-2.44141e-05,1.72424e-05,1.15967e-05,0.000118256,-0.000152283,0.000185089,-1.28174e-05,-0.00016983,9.61304e-06,-0.000233307,-0.000194702,9.0332e-05,4.27246e-06,0.00327652,-9.51063,0.0930221,13.4615
489,13,-2.10571e-05,8.23975e-06,-1.83105e-05,1.75476e-05,7.78198e-06,8.60596e-05,-0.000187836,0.000134735,4.04358e-05,3.5553e-05,4.73022e-06,-0.000219269,-0.00016861,8.95691e-05,1.17493e-05,0.00327148,-9.52202,0.0940863,13.4833
489,14,2.85339e-05,1.15967e-05,-1.31226e-05,1.77002e-05,9.61304e-06,0.000105743,-5.24902e-05,3.64685e-05,-5.72205e-05,-2.0752e-05,1.06812e-05,-0.000137482,-8.98743e-05,8.68225e-05,2.12097e-05,0.00319672,-9.53337,0.0950558,13.5054
490,0,0.000107727,1.02234e-05,-1.19019e-05,1.66321e-05,7.78198e-06,7.37e-05,-3.37219e-05,-7.88879e-05,-7.82776e-05,2.54822e-05,7.17163e-06,-0.000238342,-7.47681e-05,8.40759e-05,6.46973e-05,0.00312546,-9.54471,0.0959265,13.528
490,1,0.000146332,9.00269e-06,-1.95312e-05,2.13623e-05,6.40869e-06,8.20923e-05,-3.26538e-05,-0.000103607,-0.000164185,7.91931e-05,9.46045e-06,-0.000279694,-0.000131378,8.69751e-05,0.000139618,0.00305664,-9.55603,0.0966995,13.551
490,2,0.000142365,1.08337e-05,-1.87683e-05,1.72424e-05,9.30786e-06,0.000133209,7.30896e-05,0.000153961,-9.61304e-06,0.000111694,7.47681e-06,-0.000270996,3.95203e-05,8.52966e-05,0.000249634,0.00298462,-9.56734,0.0973812,13.5742
490,3,7.84302e-05,1.00708e-05,-1.92261e-05,1.43433e-05,1.12915e-05,7.56836e-05,0.000149384,0.000156097,4.13513e-05,5.87463e-05,8.69751e-06,-0.000160522,0.000105133,8.10242e-05,0.000236969,0.0029126,-9.57867,0.0979797,13.5976
490,4,7.67517e-05,8.69751e-06,-2.04468e-05,3.50952e-06,7.01904e-06,-5.84412e-05,5.63049e-05,0.000127411,3.78418e-05,0.000117035,7.01904e-06,-0.000153198,1.90735e-05,8.20923e-05,0.000207367,0.00277222,-9.59004,0.0985048,13.6212
490,5,0.00010437,9.76562e-06,-2.31934e-05,5.49316e-06,8.69751e-06,-0.000183716,-2.16675e-05,0.00016922,-8.08716e-06,-3.5553e-05,6.40869e-06,-7.44629e-05,-0.000127869,8.08716e-05,0.000102081,0.00156281,-9.60145,0.098969,13.6448
